#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_a_coruna;A Coruña;A Coruña;A Coruña;;A Coruña;;;;;;;;;x
b_aktash_2;Aktash;Aktash;Aktash;;Aktash;;;;;;;;;x
b_aktash_2_adj;Aktashian;;aktasher;;;;;;;;;;;x
b_aktash_3;Aktash;Aktash;Aktash;;Aktash;;;;;;;;;x
b_aktash_3_adj;Aktashian;;aktasher;;;;;;;;;;;x
b_aktash_4;Aktash;Aktash;Aktash;;Aktash;;;;;;;;;x
b_aktash_4_adj;Aktashian;;aktasher;;;;;;;;;;;x
b_aktash_5;Aktash;Aktash;Aktash;;Aktash;;;;;;;;;x
b_aktash_5_adj;Aktashian;;aktasher;;;;;;;;;;;x
b_akure;Akure;Akure;Akure;;Akure;;;;;;;;;x
b_akure_adj;Akurean;;akurer;;;;;;;;;;;x
b_akure_2;Akure;Akure;Akure;;Akure;;;;;;;;;x
b_akure_2_adj;Akurean;;akurer;;;;;;;;;;;x
b_akure_3;Akure;Akure;Akure;;Akure;;;;;;;;;x
b_akure_3_adj;Akurean;;akurer;;;;;;;;;;;x
b_akure_4;Akure;Akure;Akure;;Akure;;;;;;;;;x
b_akure_4_adj;Akurean;;akurer;;;;;;;;;;;x
b_akure_5;Akure;Akure;Akure;;Akure;;;;;;;;;x
b_akure_5_adj;Akurean;;akurer;;;;;;;;;;;x
b_al_abdali;Al Abdali;Al Abdali;Al Abdali;;Al Abdali;;;;;;;;;x
b_al_abdali_adj;Al Abdalian;;Al Abdaler;;;;;;;;;;;x
b_al_ahsa;Al-Ahsa;Al-Ahsa;Al-Ahsa;;Al-Ahsa;;;;;;;;;x
b_al_ahsa_adj;Al-Ahsan;;al-ahser;;;;;;;;;;;x
b_al_ahsa_2;Al-Ahsa;Al-Ahsa;Al-Ahsa;;Al-Ahsa;;;;;;;;;x
b_al_ahsa_2_adj;Al-Ahsan;;al-ahser;;;;;;;;;;;x
b_al_ahsa_3;Al-Ahsa;Al-Ahsa;Al-Ahsa;;Al-Ahsa;;;;;;;;;x
b_al_ahsa_3_adj;Al-Ahsan;;al-ahser;;;;;;;;;;;x
b_al_ahsa_4;Al-Ahsa;Al-Ahsa;Al-Ahsa;;Al-Ahsa;;;;;;;;;x
b_al_ahsa_4_adj;Al-Ahsan;;al-ahser;;;;;;;;;;;x
b_al_ahsa_5;Al-Ahsa;Al-Ahsa;Al-Ahsa;;Al-Ahsa;;;;;;;;;x
b_al_ahsa_5_adj;Al-Ahsan;;al-ahser;;;;;;;;;;;x
b_al_arish;Al Arish;Al Arish;Al Arish;;Al Arish;;;;;;;;;x
b_al_arish_adj;Al Arishian;;Al Arisher;;;;;;;;;;;x
b_al_arish_2;Al Arish;Al Arish;Al Arish;;Al Arish;;;;;;;;;x
b_al_arish_2_adj;Al Arishian;;Al Arisher;;;;;;;;;;;x
b_al_arish_3;Al Arish;Al Arish;Al Arish;;Al Arish;;;;;;;;;x
b_al_arish_3_adj;Al Arishian;;Al Arisher;;;;;;;;;;;x
b_al_arish_4;Al Arish;Al Arish;Al Arish;;Al Arish;;;;;;;;;x
b_al_arish_4_adj;Al Arishian;;Al Arisher;;;;;;;;;;;x
b_al_arish_5;Al Arish;Al Arish;Al Arish;;Al Arish;;;;;;;;;x
b_al_arish_5_adj;Al Arishian;;Al Arisher;;;;;;;;;;;x
b_al_arisheh;Al-Arisheh;Al-Arisheh;Al-Arisheh;;Al-Arisheh;;;;;;;;;x
b_al_arisheh_adj;Al-Arishehian;;al-arisheher;;;;;;;;;;;x
b_al_bab;Al-Bab;Al-Bab;Al-Bab;;Al-Bab;;;;;;;;;x
b_al_bab_adj;Al-Babian;;al-baber;;;;;;;;;;;x
b_al_basra;al-Basra;al-Basra;al-Basra;;al-Basra;;;;;;;;;x
b_al_basra_adj;al-Basran;;al-basrer;;;;;;;;;;;x
b_al_basra_2;al-Basra;al-Basra;al-Basra;;al-Basra;;;;;;;;;x
b_al_basra_2_adj;al-Basran;;al-basrer;;;;;;;;;;;x
b_al_basra_3;al-Basra;al-Basra;al-Basra;;al-Basra;;;;;;;;;x
b_al_basra_3_adj;al-Basran;;al-basrer;;;;;;;;;;;x
b_al_basra_4;al-Basra;al-Basra;al-Basra;;al-Basra;;;;;;;;;x
b_al_basra_4_adj;al-Basran;;al-basrer;;;;;;;;;;;x
b_al_basra_5;al-Basra;al-Basra;al-Basra;;al-Basra;;;;;;;;;x
b_al_basra_5_adj;al-Basran;;al-basrer;;;;;;;;;;;x
b_al_bireh;al-Bireh;al-Bireh;al-Bireh;;al-Bireh;;;;;;;;;x
b_al_bireh_adj;al-Birehian;;al-bireher;;;;;;;;;;;x
b_al_bukamal;Al-Bukamal;Al-Bukamal;Al-Bukamal;;Al-Bukamal;;;;;;;;;x
b_al_bukamal_adj;Al-Bukamalian;;al-bukamaler;;;;;;;;;;;x
b_al_dahila;al-Dahila;al-Dahila;al-Dahila;;al-Dahila;;;;;;;;;x
b_al_dahila_adj;al-Dahilan;;al-dahiler;;;;;;;;;;;x
b_al_dahila_2;al-Dahila;al-Dahila;al-Dahila;;al-Dahila;;;;;;;;;x
b_al_dahila_2_adj;al-Dahilan;;al-dahiler;;;;;;;;;;;x
b_al_dahila_3;al-Dahila;al-Dahila;al-Dahila;;al-Dahila;;;;;;;;;x
b_al_dahila_3_adj;al-Dahilan;;al-dahiler;;;;;;;;;;;x
b_al_dahila_4;al-Dahila;al-Dahila;al-Dahila;;al-Dahila;;;;;;;;;x
b_al_dahila_4_adj;al-Dahilan;;al-dahiler;;;;;;;;;;;x
b_al_dahila_5;al-Dahila;al-Dahila;al-Dahila;;al-Dahila;;;;;;;;;x
b_al_dahila_5_adj;al-Dahilan;;al-dahiler;;;;;;;;;;;x
b_al_hasakah;Al-Hasakah;Al-Hasakah;Al-Hasakah;;Al-Hasakah;;;;;;;;;x
b_al_hasakah_adj;Al-Hasakahian;;al-hasakaher;;;;;;;;;;;x
b_al_jazaer;al-Jaza’er;al-Jaza’er;al-Jaza’er;;al-Jaza’er;;;;;;;;;x
b_al_jazaer_adj;al-Jaza’erian;;al-jaza’erer;;;;;;;;;;;x
b_al_jazaer_2;al-Jaza’er;al-Jaza’er;al-Jaza’er;;al-Jaza’er;;;;;;;;;x
b_al_jazaer_2_adj;al-Jaza’erian;;al-jaza’erer;;;;;;;;;;;x
b_al_jazaer_3;al-Jaza’er;al-Jaza’er;al-Jaza’er;;al-Jaza’er;;;;;;;;;x
b_al_jazaer_3_adj;al-Jaza’erian;;al-jaza’erer;;;;;;;;;;;x
b_al_jazaer_4;al-Jaza’er;al-Jaza’er;al-Jaza’er;;al-Jaza’er;;;;;;;;;x
b_al_jazaer_4_adj;al-Jaza’erian;;al-jaza’erer;;;;;;;;;;;x
b_al_jazaer_5;al-Jaza’er;al-Jaza’er;al-Jaza’er;;al-Jaza’er;;;;;;;;;x
b_al_jazaer_5_adj;al-Jaza’erian;;al-jaza’erer;;;;;;;;;;;x
b_al_jubayhah;Al Jubayhah;Al Jubayhah;Al Jubayhah;;Al Jubayhah;;;;;;;;;x
b_al_jubayhah_adj;Al Jubayhahian;;Al Jubayhaher;;;;;;;;;;;x
b_al_juwayyidah;Al Juwayyidah;Al Juwayyidah;Al Juwayyidah;;Al Juwayyidah;;;;;;;;;x
b_al_juwayyidah_adj;Al Juwayyidahian;;Al Juwayyidaher;;;;;;;;;;;x
b_al_karak;Al Karak;Al Karak;Al Karak;;Al Karak;;;;;;;;;x
b_al_karak_adj;Al Karakian;;Al Karaker;;;;;;;;;;;x
b_al_maquar;Al-Maquar;Al-Maquar;Al-Maquar;;Al-Maquar;;;;;;;;;x
b_al_maquar_adj;Al-Maquarian;;al-maquarer;;;;;;;;;;;x
b_al_mawsil;al-Mawsil;al-Mawsil;al-Mawsil;;al-Mawsil;;;;;;;;;x
b_al_mawsil_adj;al-Mawsilian;;al-mawsiler;;;;;;;;;;;x
b_al_mawsil_2;al-Mawsil;al-Mawsil;al-Mawsil;;al-Mawsil;;;;;;;;;x
b_al_mawsil_2_adj;al-Mawsilian;;al-mawsiler;;;;;;;;;;;x
b_al_mawsil_3;al-Mawsil;al-Mawsil;al-Mawsil;;al-Mawsil;;;;;;;;;x
b_al_mawsil_3_adj;al-Mawsilian;;al-mawsiler;;;;;;;;;;;x
b_al_mawsil_4;al-Mawsil;al-Mawsil;al-Mawsil;;al-Mawsil;;;;;;;;;x
b_al_mawsil_4_adj;al-Mawsilian;;al-mawsiler;;;;;;;;;;;x
b_al_mawsil_5;al-Mawsil;al-Mawsil;al-Mawsil;;al-Mawsil;;;;;;;;;x
b_al_mawsil_5_adj;al-Mawsilian;;al-mawsiler;;;;;;;;;;;x
b_al_mukharram;Al-Mukharram;Al-Mukharram;Al-Mukharram;;Al-Mukharram;;;;;;;;;x
b_al_mukharram_adj;Al-Mukharramian;;al-mukharramer;;;;;;;;;;;x
b_al_qahtaniyah;Al-Qahtaniyah;Al-Qahtaniyah;Al-Qahtaniyah;;Al-Qahtaniyah;;;;;;;;;x
b_al_qahtaniyah_adj;Al-Qahtaniyahian;;al-qahtaniyaher;;;;;;;;;;;x
b_al_qamishli;Al-Qamishli;Al-Qamishli;Al-Qamishli;;Al-Qamishli;;;;;;;;;x
b_al_qamishli_adj;Al-Qamishlian;;al-qamishler;;;;;;;;;;;x
b_al_qunaitira;al-Qunaitira;al-Qunaitira;al-Qunaitira;;al-Qunaitira;;;;;;;;;x
b_al_qunaitira_adj;al-Qunaitiran;;al-qunaitirer;;;;;;;;;;;x
b_al_qusayr;Al-Qusayr;Al-Qusayr;Al-Qusayr;;Al-Qusayr;;;;;;;;;x
b_al_qusayr_adj;Al-Qusayrian;;al-qusayrer;;;;;;;;;;;x
b_al_raqqah;Al-Raqqah;Al-Raqqah;Al-Raqqah;;Al-Raqqah;;;;;;;;;x
b_al_raqqah_adj;Al-Raqqahian;;al-raqqaher;;;;;;;;;;;x
b_al_rastan;Al-Rastan;Al-Rastan;Al-Rastan;;Al-Rastan;;;;;;;;;x
b_al_rastan_adj;Al-Rastanian;;al-rastaner;;;;;;;;;;;x
b_al_shaddadi;Al-Shaddadi;Al-Shaddadi;Al-Shaddadi;;Al-Shaddadi;;;;;;;;;x
b_al_shaddadi_adj;Al-Shaddadian;;al-shaddader;;;;;;;;;;;x
b_al_thawrah;Al-Thawrah;Al-Thawrah;Al-Thawrah;;Al-Thawrah;;;;;;;;;x
b_al_thawrah_adj;Al-Thawrahian;;al-thawraher;;;;;;;;;;;x
b_al_yarobiyah;al-Yarobiyah;al-Yarobiyah;al-Yarobiyah;;al-Yarobiyah;;;;;;;;;x
b_al_yarobiyah_adj;al-Yarobiyahian;;al-yarobiyaher;;;;;;;;;;;x
b_aland;Åland;Åland;Åland;;Åland;;;;;;;;;x
b_aland_adj;Ålandian;;ålander;;;;;;;;;;;x
b_aland_2;Åland;Åland;Åland;;Åland;;;;;;;;;x
b_aland_2_adj;Ålandian;;ålander;;;;;;;;;;;x
b_aland_3;Åland;Åland;Åland;;Åland;;;;;;;;;x
b_aland_3_adj;Ålandian;;ålander;;;;;;;;;;;x
b_aland_4;Åland;Åland;Åland;;Åland;;;;;;;;;x
b_aland_4_adj;Ålandian;;ålander;;;;;;;;;;;x
b_aland_5;Åland;Åland;Åland;;Åland;;;;;;;;;x
b_aland_5_adj;Ålandian;;ålander;;;;;;;;;;;x
b_alba_iulia;Alba Iulia;Alba Iulia;Alba Iulia;;Alba Iulia;;;;;;;;;x
b_alba_iulia_adj;Alba Iulian;;Alba Iuler;;;;;;;;;;;x
b_alba_iulia_2;Alba Iulia;Alba Iulia;Alba Iulia;;Alba Iulia;;;;;;;;;x
b_alba_iulia_2_adj;Alba Iulian;;Alba Iuler;;;;;;;;;;;x
b_alba_iulia_3;Alba Iulia;Alba Iulia;Alba Iulia;;Alba Iulia;;;;;;;;;x
b_alba_iulia_3_adj;Alba Iulian;;Alba Iuler;;;;;;;;;;;x
b_alba_iulia_4;Alba Iulia;Alba Iulia;Alba Iulia;;Alba Iulia;;;;;;;;;x
b_alba_iulia_4_adj;Alba Iulian;;Alba Iuler;;;;;;;;;;;x
b_alba_iulia_5;Alba Iulia;Alba Iulia;Alba Iulia;;Alba Iulia;;;;;;;;;x
b_alba_iulia_5_adj;Alba Iulian;;Alba Iuler;;;;;;;;;;;x
b_albacete;Albacete;Albacete;Albacete;;Albacete;;;;;;;;;x
b_albacete_adj;Albacetean;;albaceter;;;;;;;;;;;x
b_albacete_2;Albacete;Albacete;Albacete;;Albacete;;;;;;;;;x
b_albacete_2_adj;Albacetean;;albaceter;;;;;;;;;;;x
b_albacete_3;Albacete;Albacete;Albacete;;Albacete;;;;;;;;;x
b_albacete_3_adj;Albacetean;;albaceter;;;;;;;;;;;x
b_albacete_4;Albacete;Albacete;Albacete;;Albacete;;;;;;;;;x
b_albacete_4_adj;Albacetean;;albaceter;;;;;;;;;;;x
b_albacete_5;Albacete;Albacete;Albacete;;Albacete;;;;;;;;;x
b_albacete_5_adj;Albacetean;;albaceter;;;;;;;;;;;x
b_aleg;Aleg;Aleg;Aleg;;Aleg;;;;;;;;;x
b_aleg_adj;Alegian;;aleger;;;;;;;;;;;x
b_aleg_2;Aleg;Aleg;Aleg;;Aleg;;;;;;;;;x
b_aleg_2_adj;Alegian;;aleger;;;;;;;;;;;x
b_aleg_3;Aleg;Aleg;Aleg;;Aleg;;;;;;;;;x
b_aleg_3_adj;Alegian;;aleger;;;;;;;;;;;x
b_aleg_4;Aleg;Aleg;Aleg;;Aleg;;;;;;;;;x
b_aleg_4_adj;Alegian;;aleger;;;;;;;;;;;x
b_aleg_5;Aleg;Aleg;Aleg;;Aleg;;;;;;;;;x
b_aleg_5_adj;Alegian;;aleger;;;;;;;;;;;x
b_alencon;Alençon;Alençon;Alençon;;Alençon;;;;;;;;;x
b_alencon_adj;Alençonian;;alençoner;;;;;;;;;;;x
b_alencon_2;Alençon;Alençon;Alençon;;Alençon;;;;;;;;;x
b_alencon_2_adj;Alençonian;;alençoner;;;;;;;;;;;x
b_alencon_3;Alençon;Alençon;Alençon;;Alençon;;;;;;;;;x
b_alencon_3_adj;Alençonian;;alençoner;;;;;;;;;;;x
b_alencon_4;Alençon;Alençon;Alençon;;Alençon;;;;;;;;;x
b_alencon_4_adj;Alençonian;;alençoner;;;;;;;;;;;x
b_alencon_5;Alençon;Alençon;Alençon;;Alençon;;;;;;;;;x
b_alencon_5_adj;Alençonian;;alençoner;;;;;;;;;;;x
b_aleppo;Aleppo;Aleppo;Aleppo;;Aleppo;;;;;;;;;x
b_aleppo_adj;Aleppian;;alepper;;;;;;;;;;;x
b_alessandria;Alessandria;Alessandria;Alessandria;;Alessandria;;;;;;;;;x
b_alessandria_adj;Alessandrian;;alessandrer;;;;;;;;;;;x
b_alessandria_2;Alessandria;Alessandria;Alessandria;;Alessandria;;;;;;;;;x
b_alessandria_2_adj;Alessandrian;;alessandrer;;;;;;;;;;;x
b_alessandria_3;Alessandria;Alessandria;Alessandria;;Alessandria;;;;;;;;;x
b_alessandria_3_adj;Alessandrian;;alessandrer;;;;;;;;;;;x
b_alessandria_4;Alessandria;Alessandria;Alessandria;;Alessandria;;;;;;;;;x
b_alessandria_4_adj;Alessandrian;;alessandrer;;;;;;;;;;;x
b_alessandria_5;Alessandria;Alessandria;Alessandria;;Alessandria;;;;;;;;;x
b_alessandria_5_adj;Alessandrian;;alessandrer;;;;;;;;;;;x
b_alesund;Alesund;Alesund;Alesund;;Alesund;;;;;;;;;x
b_alesund_adj;Alesundian;;alesunder;;;;;;;;;;;x
b_alesund_2;Alesund;Alesund;Alesund;;Alesund;;;;;;;;;x
b_alesund_2_adj;Alesundian;;alesunder;;;;;;;;;;;x
b_alesund_3;Alesund;Alesund;Alesund;;Alesund;;;;;;;;;x
b_alesund_3_adj;Alesundian;;alesunder;;;;;;;;;;;x
b_alesund_4;Alesund;Alesund;Alesund;;Alesund;;;;;;;;;x
b_alesund_4_adj;Alesundian;;alesunder;;;;;;;;;;;x
b_alesund_5;Alesund;Alesund;Alesund;;Alesund;;;;;;;;;x
b_alesund_5_adj;Alesundian;;alesunder;;;;;;;;;;;x
b_alexandria;Alexandria;Alexandria;Alexandria;;Alexandria;;;;;;;;;x
b_alexandria_adj;Alexandrian;;alexandrer;;;;;;;;;;;x
b_alexandria_2;Alexandria;Alexandria;Alexandria;;Alexandria;;;;;;;;;x
b_alexandria_2_adj;Alexandrian;;alexandrer;;;;;;;;;;;x
b_alexandria_3;Alexandria;Alexandria;Alexandria;;Alexandria;;;;;;;;;x
b_alexandria_3_adj;Alexandrian;;alexandrer;;;;;;;;;;;x
b_alexandria_4;Alexandria;Alexandria;Alexandria;;Alexandria;;;;;;;;;x
b_alexandria_4_adj;Alexandrian;;alexandrer;;;;;;;;;;;x
b_alexandria_5;Alexandria;Alexandria;Alexandria;;Alexandria;;;;;;;;;x
b_alexandria_5_adj;Alexandrian;;alexandrer;;;;;;;;;;;x
b_alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;;Alexandroupoli;;;;;;;;;x
b_alexandroupoli_adj;Alexandroupolian;;alexandroupoler;;;;;;;;;;;x
b_alexandroupoli_2;Alexandroupoli;Alexandroupoli;Alexandroupoli;;Alexandroupoli;;;;;;;;;x
b_alexandroupoli_2_adj;Alexandroupolian;;alexandroupoler;;;;;;;;;;;x
b_alexandroupoli_3;Alexandroupoli;Alexandroupoli;Alexandroupoli;;Alexandroupoli;;;;;;;;;x
b_alexandroupoli_3_adj;Alexandroupolian;;alexandroupoler;;;;;;;;;;;x
b_alexandroupoli_4;Alexandroupoli;Alexandroupoli;Alexandroupoli;;Alexandroupoli;;;;;;;;;x
b_alexandroupoli_4_adj;Alexandroupolian;;alexandroupoler;;;;;;;;;;;x
b_alexandroupoli_5;Alexandroupoli;Alexandroupoli;Alexandroupoli;;Alexandroupoli;;;;;;;;;x
b_alexandroupoli_5_adj;Alexandroupolian;;alexandroupoler;;;;;;;;;;;x
b_algarve;Algarve;Algarve;Algarve;;Algarve;;;;;;;;;x
b_algarve_adj;Algarvean;;algarver;;;;;;;;;;;x
b_algarve_2;Algarve;Algarve;Algarve;;Algarve;;;;;;;;;x
b_algarve_2_adj;Algarvean;;algarver;;;;;;;;;;;x
b_algarve_3;Algarve;Algarve;Algarve;;Algarve;;;;;;;;;x
b_algarve_3_adj;Algarvean;;algarver;;;;;;;;;;;x
b_algarve_4;Algarve;Algarve;Algarve;;Algarve;;;;;;;;;x
b_algarve_4_adj;Algarvean;;algarver;;;;;;;;;;;x
b_alicante;Alicante;Alicante;Alicante;;Alicante;;;;;;;;;x
b_alicante_adj;Alicantean;;alicanter;;;;;;;;;;;x
b_alicante_2;Alicante;Alicante;Alicante;;Alicante;;;;;;;;;x
b_alicante_2_adj;Alicantean;;alicanter;;;;;;;;;;;x
b_alicante_3;Alicante;Alicante;Alicante;;Alicante;;;;;;;;;x
b_alicante_3_adj;Alicantean;;alicanter;;;;;;;;;;;x
b_alicante_4;Alicante;Alicante;Alicante;;Alicante;;;;;;;;;x
b_alicante_4_adj;Alicantean;;alicanter;;;;;;;;;;;x
b_alicante_5;Alicante;Alicante;Alicante;;Alicante;;;;;;;;;x
b_alicante_5_adj;Alicantean;;alicanter;;;;;;;;;;;x
b_allahabad;Allahabad;Allahabad;Allahabad;;Allahabad;;;;;;;;;x
b_allahabad_adj;Allahabadian;;allahabader;;;;;;;;;;;x
b_allahabad_2;Allahabad;Allahabad;Allahabad;;Allahabad;;;;;;;;;x
b_allahabad_2_adj;Allahabadian;;allahabader;;;;;;;;;;;x
b_allahabad_3;Allahabad;Allahabad;Allahabad;;Allahabad;;;;;;;;;x
b_allahabad_3_adj;Allahabadian;;allahabader;;;;;;;;;;;x
b_allahabad_4;Allahabad;Allahabad;Allahabad;;Allahabad;;;;;;;;;x
b_allahabad_4_adj;Allahabadian;;allahabader;;;;;;;;;;;x
b_allahabad_5;Allahabad;Allahabad;Allahabad;;Allahabad;;;;;;;;;x
b_allahabad_5_adj;Allahabadian;;allahabader;;;;;;;;;;;x
b_allenstein;Allenstein;Allenstein;Allenstein;;Allenstein;;;;;;;;;x
b_allenstein_adj;Allensteinian;;allensteiner;;;;;;;;;;;x
b_allenstein_2;Allenstein;Allenstein;Allenstein;;Allenstein;;;;;;;;;x
b_allenstein_2_adj;Allensteinian;;allensteiner;;;;;;;;;;;x
b_allenstein_3;Allenstein;Allenstein;Allenstein;;Allenstein;;;;;;;;;x
b_allenstein_3_adj;Allensteinian;;allensteiner;;;;;;;;;;;x
b_allenstein_4;Allenstein;Allenstein;Allenstein;;Allenstein;;;;;;;;;x
b_allenstein_4_adj;Allensteinian;;allensteiner;;;;;;;;;;;x
b_allenstein_5;Allenstein;Allenstein;Allenstein;;Allenstein;;;;;;;;;x
b_allenstein_5_adj;Allensteinian;;allensteiner;;;;;;;;;;;x
b_almaty;Almaty;Almaty;Almaty;;Almaty;;;;;;;;;x
b_almaty_adj;Almatian;;almater;;;;;;;;;;;x
b_almaty_2;Almaty;Almaty;Almaty;;Almaty;;;;;;;;;x
b_almaty_2_adj;Almatian;;almater;;;;;;;;;;;x
b_almaty_3;Almaty;Almaty;Almaty;;Almaty;;;;;;;;;x
b_almaty_3_adj;Almatian;;almater;;;;;;;;;;;x
b_almaty_4;Almaty;Almaty;Almaty;;Almaty;;;;;;;;;x
b_almaty_4_adj;Almatian;;almater;;;;;;;;;;;x
b_almaty_5;Almaty;Almaty;Almaty;;Almaty;;;;;;;;;x
b_almaty_5_adj;Almatian;;almater;;;;;;;;;;;x
b_almazraa;Almazra'a;Almazra'a;Almazra'a;;Almazra'a;;;;;;;;;x
b_almazraa_adj;Almazra'an;;almazra'er;;;;;;;;;;;x
b_almendralejo;Almendralejo;Almendralejo;Almendralejo;;Almendralejo;;;;;;;;;x
b_almendralejo_adj;Almendralejian;;almendralejer;;;;;;;;;;;x
b_almendralejo_2;Almendralejo;Almendralejo;Almendralejo;;Almendralejo;;;;;;;;;x
b_almendralejo_2_adj;Almendralejian;;almendralejer;;;;;;;;;;;x
b_almendralejo_3;Almendralejo;Almendralejo;Almendralejo;;Almendralejo;;;;;;;;;x
b_almendralejo_3_adj;Almendralejian;;almendralejer;;;;;;;;;;;x
b_almendralejo_4;Almendralejo;Almendralejo;Almendralejo;;Almendralejo;;;;;;;;;x
b_almendralejo_4_adj;Almendralejian;;almendralejer;;;;;;;;;;;x
b_almendralejo_5;Almendralejo;Almendralejo;Almendralejo;;Almendralejo;;;;;;;;;x
b_almendralejo_5_adj;Almendralejian;;almendralejer;;;;;;;;;;;x
b_almeria;Almeria;Almeria;Almeria;;Almeria;;;;;;;;;x
b_almeria_adj;Almerian;;almerer;;;;;;;;;;;x
b_almeria_2;Almeria;Almeria;Almeria;;Almeria;;;;;;;;;x
b_almeria_2_adj;Almerian;;almerer;;;;;;;;;;;x
b_almeria_3;Almeria;Almeria;Almeria;;Almeria;;;;;;;;;x
b_almeria_3_adj;Almerian;;almerer;;;;;;;;;;;x
b_almeria_4;Almeria;Almeria;Almeria;;Almeria;;;;;;;;;x
b_almeria_4_adj;Almerian;;almerer;;;;;;;;;;;x
b_almeria_5;Almeria;Almeria;Almeria;;Almeria;;;;;;;;;x
b_almeria_5_adj;Almerian;;almerer;;;;;;;;;;;x
b_alto_alentejo;Alto Alentejo;Alto Alentejo;Alto Alentejo;;Alto Alentejo;;;;;;;;;x
b_alto_alentejo_adj;Alto Alentejian;;Alto Alentejer;;;;;;;;;;;x
b_alto_alentejo_2;Alto Alentejo;Alto Alentejo;Alto Alentejo;;Alto Alentejo;;;;;;;;;x
b_alto_alentejo_2_adj;Alto Alentejian;;Alto Alentejer;;;;;;;;;;;x
b_alto_alentejo_3;Alto Alentejo;Alto Alentejo;Alto Alentejo;;Alto Alentejo;;;;;;;;;x
b_alto_alentejo_3_adj;Alto Alentejian;;Alto Alentejer;;;;;;;;;;;x
b_alto_alentejo_4;Alto Alentejo;Alto Alentejo;Alto Alentejo;;Alto Alentejo;;;;;;;;;x
b_alto_alentejo_4_adj;Alto Alentejian;;Alto Alentejer;;;;;;;;;;;x
b_am_timan;Am Timan;Am Timan;Am Timan;;Am Timan;;;;;;;;;x
b_am_timan_adj;Am Timanian;;Am Timaner;;;;;;;;;;;x
b_am_timan_2;Am Timan;Am Timan;Am Timan;;Am Timan;;;;;;;;;x
b_am_timan_2_adj;Am Timanian;;Am Timaner;;;;;;;;;;;x
b_am_timan_3;Am Timan;Am Timan;Am Timan;;Am Timan;;;;;;;;;x
b_am_timan_3_adj;Am Timanian;;Am Timaner;;;;;;;;;;;x
b_am_timan_4;Am Timan;Am Timan;Am Timan;;Am Timan;;;;;;;;;x
b_am_timan_4_adj;Am Timanian;;Am Timaner;;;;;;;;;;;x
b_am_timan_5;Am Timan;Am Timan;Am Timan;;Am Timan;;;;;;;;;x
b_am_timan_5_adj;Am Timanian;;Am Timaner;;;;;;;;;;;x
b_amarati;Amarati;Amarati;Amarati;;Amarati;;;;;;;;;x
b_amarati_adj;Amaratian;;amarater;;;;;;;;;;;x
b_amarati_2;Amarati;Amarati;Amarati;;Amarati;;;;;;;;;x
b_amarati_2_adj;Amaratian;;amarater;;;;;;;;;;;x
b_amarati_3;Amarati;Amarati;Amarati;;Amarati;;;;;;;;;x
b_amarati_3_adj;Amaratian;;amarater;;;;;;;;;;;x
b_amarati_4;Amarati;Amarati;Amarati;;Amarati;;;;;;;;;x
b_amarati_4_adj;Amaratian;;amarater;;;;;;;;;;;x
b_amarati_5;Amarati;Amarati;Amarati;;Amarati;;;;;;;;;x
b_amarati_5_adj;Amaratian;;amarater;;;;;;;;;;;x
b_amasya;Amasya;Amasya;Amasya;;Amasya;;;;;;;;;x
b_amasya_adj;Amasyan;;amaser;;;;;;;;;;;x
b_amasya_2;Amasya;Amasya;Amasya;;Amasya;;;;;;;;;x
b_amasya_2_adj;Amasyan;;amaser;;;;;;;;;;;x
b_amasya_3;Amasya;Amasya;Amasya;;Amasya;;;;;;;;;x
b_amasya_3_adj;Amasyan;;amaser;;;;;;;;;;;x
b_amasya_4;Amasya;Amasya;Amasya;;Amasya;;;;;;;;;x
b_amasya_4_adj;Amasyan;;amaser;;;;;;;;;;;x
b_amasya_5;Amasya;Amasya;Amasya;;Amasya;;;;;;;;;x
b_amasya_5_adj;Amasyan;;amaser;;;;;;;;;;;x
b_amderma;Amderma;Amderma;Amderma;;Amderma;;;;;;;;;x
b_amderma_adj;Amderman;;amdermer;;;;;;;;;;;x
b_amderma_2;Amderma;Amderma;Amderma;;Amderma;;;;;;;;;x
b_amderma_2_adj;Amderman;;amdermer;;;;;;;;;;;x
b_amderma_3;Amderma;Amderma;Amderma;;Amderma;;;;;;;;;x
b_amderma_3_adj;Amderman;;amdermer;;;;;;;;;;;x
b_amderma_4;Amderma;Amderma;Amderma;;Amderma;;;;;;;;;x
b_amderma_4_adj;Amderman;;amdermer;;;;;;;;;;;x
b_amderma_5;Amderma;Amderma;Amderma;;Amderma;;;;;;;;;x
b_amderma_5_adj;Amderman;;amdermer;;;;;;;;;;;x
b_amfissa;Amfissa;Amfissa;Amfissa;;Amfissa;;;;;;;;;x
b_amfissa_adj;Amfissan;;amfisser;;;;;;;;;;;x
b_amfissa_2;Amfissa;Amfissa;Amfissa;;Amfissa;;;;;;;;;x
b_amfissa_2_adj;Amfissan;;amfisser;;;;;;;;;;;x
b_amfissa_3;Amfissa;Amfissa;Amfissa;;Amfissa;;;;;;;;;x
b_amfissa_3_adj;Amfissan;;amfisser;;;;;;;;;;;x
b_amfissa_4;Amfissa;Amfissa;Amfissa;;Amfissa;;;;;;;;;x
b_amfissa_4_adj;Amfissan;;amfisser;;;;;;;;;;;x
